onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-1
0.8664	0	1	TRIGGER	3.1416	-1
1.7496	0	2	TRIGGER	3.1416	-1
2.3829	2.3755	2	DOT_FLIP	N/A	1
2.6163	0	3	TRIGGER	3.1416	-1
2.8162	0.1668	3	KEYPRESS	0.4407	1
3.4829	0	4	TRIGGER	3.1416	-1
4.3661	0	5	TRIGGER	3.1416	-1
4.4997	2.1187	5	DOT_FLIP	N/A	0
4.8497	0.1667	5	KEYPRESS	0.3555	1
5.2323	0	6	TRIGGER	3.1416	-1
5.8157	1.3124	6	DOT_FLIP	N/A	1
6.1158	0	7	TRIGGER	3.1416	-1
6.3326	0.1833	7	KEYPRESS	0.5259	1
6.9825	0	8	TRIGGER	3.1416	-1
7.0158	1.1970	8	DOT_FLIP	N/A	0
7.3658	0.1502	8	KEYPRESS	0.3621	1
7.8660	0	9	TRIGGER	3.1416	-1
8.1158	1.1073	9	DOT_FLIP	N/A	1
8.4492	0.1500	9	KEYPRESS	0.3382	1
8.7327	0	10	TRIGGER	3.1416	-1
9.5993	0	11	TRIGGER	3.1416	0
9.9491	1.8364	11	DOT_FLIP	N/A	0
10.2651	0.1501	11	KEYPRESS	0.3177	1
10.4819	0	12	TRIGGER	3.1416	0
11.3487	0	13	TRIGGER	3.1416	0
12.2317	0	14	TRIGGER	3.1416	0
12.7318	2.7748	14	DOT_FLIP	N/A	1
13.0985	0	15	TRIGGER	3.1416	0
13.1319	0.1502	15	KEYPRESS	0.4097	1
13.9818	0	16	TRIGGER	3.1416	0
14.3488	1.6144	16	DOT_FLIP	N/A	0
14.8653	0	17	TRIGGER	3.6853	0
14.8317	0.1500	17	KEYPRESS	0.4952	1
15.7312	0	18	TRIGGER	4.2293	0
16.5982	0	19	TRIGGER	4.7741	0
17.0315	2.6815	19	DOT_FLIP	N/A	1
17.4647	0	20	TRIGGER	5.3185	0
17.3814	0.1498	20	KEYPRESS	0.3633	1
18.1646	1.1363	20	DOT_FLIP	N/A	0
18.3482	0	21	TRIGGER	5.8736	0
18.5485	0.1497	21	KEYPRESS	0.3941	1
19.2148	0	22	TRIGGER	0.1350	1
20.0980	0	23	TRIGGER	0.6899	1
20.3475	2.1873	23	DOT_FLIP	N/A	1
20.6807	0.1335	23	KEYPRESS	0.3391	1
20.9643	0	24	TRIGGER	1.2342	1
21.8474	0	25	TRIGGER	1.7891	1
22.7141	0	26	TRIGGER	2.3336	1
22.9644	2.6098	26	DOT_FLIP	N/A	0
23.2641	0.1333	26	KEYPRESS	0.3127	1
23.5972	0	27	TRIGGER	2.8885	1
24.4640	0	28	TRIGGER	3.4331	1
25.3469	0	29	TRIGGER	3.9879	1
25.6133	2.6529	29	DOT_FLIP	N/A	1
25.9302	0.1333	29	KEYPRESS	0.3259	1
26.2134	0	30	TRIGGER	4.5323	1
27.0801	0	31	TRIGGER	5.0768	1
27.2634	1.6530	31	DOT_FLIP	N/A	0
27.5969	0.1168	31	KEYPRESS	0.3395	1
27.9638	0	32	TRIGGER	5.6321	1
28.8304	0	33	TRIGGER	6.1766	1
29.5638	2.2922	33	DOT_FLIP	N/A	1
29.7136	0	34	TRIGGER	0.4484	2
29.8969	0.1333	34	KEYPRESS	0.3474	1
30.5796	0	35	TRIGGER	0.9925	2
31.4631	0	36	TRIGGER	1.5476	2
31.5466	1.9875	36	DOT_FLIP	N/A	0
31.8964	0.1499	36	KEYPRESS	0.3594	1
32.3297	0	37	TRIGGER	2.0921	2
33.1963	0	38	TRIGGER	2.6366	2
33.8962	2.3436	38	DOT_FLIP	N/A	1
34.0799	0	39	TRIGGER	3.1918	2
34.2294	0.1502	39	KEYPRESS	0.3488	1
34.9463	0	40	TRIGGER	3.7361	2
35.8287	0	41	TRIGGER	4.2906	2
36.5957	2.7054	41	DOT_FLIP	N/A	0
36.6959	0	42	TRIGGER	4.8355	2
36.9123	0.1502	42	KEYPRESS	0.3263	1
37.5790	0	43	TRIGGER	5.3903	2
38.4456	0	44	TRIGGER	5.9348	2
38.8790	2.2777	44	DOT_FLIP	N/A	1
39.3290	0	45	TRIGGER	0.2067	3
39.2289	0.1334	45	KEYPRESS	0.3651	1
40.1960	0	46	TRIGGER	0.7514	3
41.0786	0	47	TRIGGER	1.3060	3
41.5618	2.6880	47	DOT_FLIP	N/A	0
41.9453	0	48	TRIGGER	1.8506	3
41.9118	0.1502	48	KEYPRESS	0.3600	1
42.8119	0	49	TRIGGER	2.3951	3
43.6952	0	50	TRIGGER	2.9501	3
44.0618	2.5012	50	DOT_FLIP	N/A	1
44.4119	0.1501	50	KEYPRESS	0.3589	1
44.5953	0	51	TRIGGER	3.5157	3
45.3119	1.2575	51	DOT_FLIP	N/A	0
45.4446	0	52	TRIGGER	4.0493	3
45.6946	0.1500	52	KEYPRESS	0.3842	1
46.3112	0	53	TRIGGER	4.5938	3
47.1946	0	54	TRIGGER	5.1488	3
47.9114	2.5995	54	DOT_FLIP	N/A	1
48.0612	0	55	TRIGGER	5.6933	3
48.5780	0.1333	55	KEYPRESS	0.6681	1
48.9447	0	56	TRIGGER	6.2485	3
49.3280	1.4105	56	DOT_FLIP	N/A	0
49.6279	0.1337	56	KEYPRESS	0.3075	1
49.8115	0	57	TRIGGER	0.5099	4
50.2447	0.9232	57	DOT_FLIP	N/A	1
50.6774	0	58	TRIGGER	1.0540	4
50.6108	0.1333	58	KEYPRESS	0.3672	1
51.3106	1.0611	58	DOT_FLIP	N/A	0
51.5608	0	59	TRIGGER	1.6090	4
51.6107	0.1166	59	KEYPRESS	0.3060	1
52.4274	0	60	TRIGGER	2.1535	4
53.1611	1.8427	60	DOT_FLIP	N/A	1
53.3108	0	61	TRIGGER	2.7086	4
53.5275	0.1501	61	KEYPRESS	0.3801	1
54.1776	0	62	TRIGGER	3.2532	4
55.0607	0	63	TRIGGER	3.8080	4
55.9268	0	64	TRIGGER	4.3522	4
56.1436	2.9958	64	DOT_FLIP	N/A	0
56.4770	0.1332	64	KEYPRESS	0.3338	1
56.7933	0	65	TRIGGER	4.8967	4
57.6768	0	66	TRIGGER	5.4518	4
57.7934	1.6445	66	DOT_FLIP	N/A	1
58.2103	0.1331	66	KEYPRESS	0.4226	1
58.5435	0	67	TRIGGER	5.9964	4
59.0768	1.2738	67	DOT_FLIP	N/A	0
59.4271	0	68	TRIGGER	0.2684	5
59.4101	0.1169	68	KEYPRESS	0.3486	1
60.2940	0	69	TRIGGER	0.8130	5
61.1764	0	70	TRIGGER	1.3675	5
61.9262	2.8573	70	DOT_FLIP	N/A	1
62.0430	0	71	TRIGGER	1.9120	5
