onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-3
0.8665	0	1	TRIGGER	3.1416	-3
1.7499	0	2	TRIGGER	3.1416	-2
2.3504	2.3487	2	DOT_FLIP	N/A	1
2.6165	0	3	TRIGGER	3.1416	-2
2.7832	0.1834	3	KEYPRESS	0.4345	1
3.4826	0	4	TRIGGER	3.1416	-2
3.5837	1.2222	4	DOT_FLIP	N/A	0
4.0665	0.1501	4	KEYPRESS	0.4956	1
4.3665	0	5	TRIGGER	3.1416	-2
4.8657	1.2942	5	DOT_FLIP	N/A	1
5.2324	0	6	TRIGGER	3.1416	-2
5.1824	0.1666	6	KEYPRESS	0.3173	1
6.1158	0	7	TRIGGER	3.1416	-2
6.9824	0	8	TRIGGER	3.1416	-1
7.0829	2.2012	8	DOT_FLIP	N/A	0
7.3657	0.1666	8	KEYPRESS	0.2994	1
7.8657	0	9	TRIGGER	3.1416	-1
8.7324	0	10	TRIGGER	3.1416	-1
8.8993	1.8200	10	DOT_FLIP	N/A	1
9.1825	0.1666	10	KEYPRESS	0.2962	1
9.6157	0	11	TRIGGER	3.1416	-1
10.4821	0	12	TRIGGER	3.1416	-1
10.7487	1.8512	12	DOT_FLIP	N/A	0
11.0154	0.1333	12	KEYPRESS	0.2780	1
11.3655	0	13	TRIGGER	3.1416	-1
11.7821	1.0310	13	DOT_FLIP	N/A	1
12.0655	0.1666	13	KEYPRESS	0.2970	1
12.2494	0	14	TRIGGER	3.1416	0
12.7988	1.0232	14	DOT_FLIP	N/A	0
13.0987	0	15	TRIGGER	3.1416	0
13.0987	0.1666	15	KEYPRESS	0.3070	1
13.9821	0	16	TRIGGER	3.1416	0
14.2821	1.4753	16	DOT_FLIP	N/A	1
14.6487	0.1500	16	KEYPRESS	0.3817	1
14.8487	0	17	TRIGGER	4.2081	0
15.7315	0	18	TRIGGER	5.3175	0
16.5981	0	19	TRIGGER	0.1233	1
17.1648	2.8908	19	DOT_FLIP	N/A	0
17.4818	0	20	TRIGGER	1.2337	1
17.4649	0.1333	20	KEYPRESS	0.3070	1
18.3481	0	21	TRIGGER	2.3224	1
19.2316	0	22	TRIGGER	3.4326	1
19.3981	2.2376	22	DOT_FLIP	N/A	1
19.5147	0.1001	22	KEYPRESS	0.1193	1
20.0977	0	23	TRIGGER	4.5210	1
20.9644	0	24	TRIGGER	5.6101	1
21.8309	2.4231	24	DOT_FLIP	N/A	0
21.8477	0	25	TRIGGER	0.4369	2
22.1643	0.1496	25	KEYPRESS	0.3457	1
22.7144	0	26	TRIGGER	1.5260	2
23.5978	0	27	TRIGGER	2.6362	2
24.4643	0	28	TRIGGER	3.7250	2
24.6809	2.8523	28	DOT_FLIP	N/A	1
25.0305	0.1498	28	KEYPRESS	0.3597	1
25.3472	0	29	TRIGGER	4.8345	2
25.5140	0.8371	29	DOT_FLIP	N/A	0
26.2139	0	30	TRIGGER	5.9236	2
26.0971	0.1502	30	KEYPRESS	0.5891	1
27.0972	0	31	TRIGGER	0.7504	3
27.2639	1.7462	31	DOT_FLIP	N/A	1
27.6139	0.1332	31	KEYPRESS	0.3598	1
27.9639	0	32	TRIGGER	1.8396	3
28.8307	0	33	TRIGGER	2.9289	3
29.7139	0	34	TRIGGER	4.0388	3
30.0798	2.8220	34	DOT_FLIP	N/A	0
