onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-1
0.8664	0	1	TRIGGER	3.1416	-1
1.7331	1.7198	1	DOT_FLIP	N/A	1
1.7496	0	2	TRIGGER	3.1416	-1
2.1500	0.1332	2	KEYPRESS	0.4302	1
2.6165	0	3	TRIGGER	3.1416	-1
3.4999	0	4	TRIGGER	3.1416	-1
4.1497	2.4222	4	DOT_FLIP	N/A	0
4.3667	0	5	TRIGGER	3.1416	0
4.4830	0.1167	5	KEYPRESS	0.3410	1
5.2494	1.0930	5	DOT_FLIP	N/A	1
5.2494	0	6	TRIGGER	3.1416	0
5.5991	0.1334	6	KEYPRESS	0.3641	1
6.1160	0	7	TRIGGER	3.1416	0
6.2824	1.0351	7	DOT_FLIP	N/A	0
6.5826	0.1498	7	KEYPRESS	0.3126	1
6.9827	0	8	TRIGGER	3.1416	0
7.8659	0	9	TRIGGER	3.1416	0
8.7325	0	10	TRIGGER	3.1416	0
9.2493	2.9773	10	DOT_FLIP	N/A	1
9.6162	0	11	TRIGGER	3.1416	0
9.5659	0.1503	11	KEYPRESS	0.3185	1
10.4821	0	12	TRIGGER	3.1416	0
11.3653	0	13	TRIGGER	3.1416	0
11.7487	2.4900	13	DOT_FLIP	N/A	0
12.0488	0.1334	13	KEYPRESS	0.3114	1
12.2320	0	14	TRIGGER	3.1416	0
13.1154	0	15	TRIGGER	3.1416	0
13.9821	0	16	TRIGGER	3.1416	0
14.2989	2.5543	16	DOT_FLIP	N/A	1
14.6319	0.1334	16	KEYPRESS	0.3402	1
14.8488	0	17	TRIGGER	3.4082	0
15.5983	1.2941	17	DOT_FLIP	N/A	0
15.7316	0	18	TRIGGER	3.6856	0
15.9146	0.1336	18	KEYPRESS	0.3288	1
16.4147	0.8204	18	DOT_FLIP	N/A	1
16.5983	0	19	TRIGGER	3.9579	0
16.7482	0.1332	19	KEYPRESS	0.3420	1
17.3646	0.9552	19	DOT_FLIP	N/A	0
17.4813	0	20	TRIGGER	4.2353	0
17.6982	0.1333	20	KEYPRESS	0.3367	1
18.3481	0	21	TRIGGER	4.5076	0
19.2315	0	22	TRIGGER	4.7851	0
19.6479	2.2792	22	DOT_FLIP	N/A	1
19.9808	0.1167	22	KEYPRESS	0.3402	1
20.1145	0	23	TRIGGER	5.0625	0
20.9809	0	24	TRIGGER	5.3347	0
21.8475	0	25	TRIGGER	5.6070	0
21.9308	2.2875	25	DOT_FLIP	N/A	0
22.2810	0.1499	25	KEYPRESS	0.3529	1
22.7143	0	26	TRIGGER	5.8793	0
22.9306	1.0019	26	DOT_FLIP	N/A	1
23.3310	0.1166	26	KEYPRESS	0.4009	1
23.5975	0	27	TRIGGER	6.1567	0
24.4643	0	28	TRIGGER	0.1459	1
25.1636	2.2321	28	DOT_FLIP	N/A	0
25.3468	0	29	TRIGGER	0.4231	1
25.5135	0.1335	29	KEYPRESS	0.3513	1
26.2137	0	30	TRIGGER	0.6954	1
26.5972	1.4284	30	DOT_FLIP	N/A	1
26.9137	0.1332	30	KEYPRESS	0.3231	1
27.0969	0	31	TRIGGER	0.9729	1
27.5638	0.9607	31	DOT_FLIP	N/A	0
27.9637	0	32	TRIGGER	1.2452	1
27.9969	0.1168	32	KEYPRESS	0.4456	1
28.8470	0	33	TRIGGER	1.5227	1
29.3472	1.7948	33	DOT_FLIP	N/A	1
29.7139	0	34	TRIGGER	1.7951	1
29.7470	0.1335	34	KEYPRESS	0.4010	1
30.2629	0.9038	34	DOT_FLIP	N/A	0
30.5962	0	35	TRIGGER	2.0723	1
30.6135	0.1327	35	KEYPRESS	0.3637	1
31.4631	0	36	TRIGGER	2.3446	1
32.3301	0	37	TRIGGER	2.6170	1
33.1465	2.8854	37	DOT_FLIP	N/A	1
33.2129	0	38	TRIGGER	2.8943	1
33.5129	0.1169	38	KEYPRESS	0.3777	1
34.0796	0	39	TRIGGER	3.1666	1
34.7463	1.5996	39	DOT_FLIP	N/A	0
34.9634	0	40	TRIGGER	3.4443	1
35.0625	0.1001	40	KEYPRESS	0.3277	1
35.8292	0	41	TRIGGER	3.7163	1
36.7131	0	42	TRIGGER	3.9939	1
37.5793	0	43	TRIGGER	4.2661	1
37.5964	2.8556	43	DOT_FLIP	N/A	1
37.9292	0.1333	43	KEYPRESS	0.3389	1
38.4462	0	44	TRIGGER	4.5384	1
39.3292	0	45	TRIGGER	4.8158	1
40.1953	0	46	TRIGGER	5.0879	1
40.5618	2.9687	46	DOT_FLIP	N/A	0
40.8619	0.1503	46	KEYPRESS	0.3028	1
41.0786	0	47	TRIGGER	5.3654	1
41.9453	0	48	TRIGGER	5.6377	1
42.8286	0	49	TRIGGER	5.9152	1
43.3123	2.7444	49	DOT_FLIP	N/A	1
43.6956	0	50	TRIGGER	6.1876	1
43.6288	0.1331	50	KEYPRESS	0.3253	1
44.2452	0.9314	50	DOT_FLIP	N/A	0
44.5789	0	51	TRIGGER	0.1819	2
44.6121	0.1499	51	KEYPRESS	0.3772	1
45.4458	0	52	TRIGGER	0.4542	2
46.1945	1.9583	52	DOT_FLIP	N/A	1
46.3278	0	53	TRIGGER	0.7313	2
46.5125	0.1486	53	KEYPRESS	0.3193	1
47.1960	0	54	TRIGGER	1.0040	2
47.2278	1.0293	54	DOT_FLIP	N/A	0
47.5459	0.1333	54	KEYPRESS	0.3234	1
48.0775	0	55	TRIGGER	1.2810	2
48.9457	0	56	TRIGGER	1.5537	2
49.3109	2.0804	56	DOT_FLIP	N/A	1
49.5961	0.1501	56	KEYPRESS	0.2933	1
49.8127	0	57	TRIGGER	1.8261	2
50.6951	0	58	TRIGGER	2.1033	2
50.9939	1.6874	58	DOT_FLIP	N/A	0
51.2956	0.1333	58	KEYPRESS	0.3053	1
51.5622	0	59	TRIGGER	2.3757	2
52.4458	0	60	TRIGGER	2.6533	2
53.1937	2.1900	60	DOT_FLIP	N/A	1
53.3117	0	61	TRIGGER	2.9254	2
53.4953	0.1336	61	KEYPRESS	0.3150	1
54.1938	0	62	TRIGGER	3.2025	2
55.0622	0	63	TRIGGER	3.4753	2
55.9269	0	64	TRIGGER	3.7469	2
56.1270	2.9467	64	DOT_FLIP	N/A	0
56.4770	0.1334	64	KEYPRESS	0.3501	1
56.8103	0	65	TRIGGER	4.0245	2
57.6772	0	66	TRIGGER	4.2968	2
58.5603	0	67	TRIGGER	4.5743	2
58.6772	2.5453	67	DOT_FLIP	N/A	1
59.0270	0.1331	67	KEYPRESS	0.3547	1
59.4270	0	68	TRIGGER	4.8465	2
60.3098	0	69	TRIGGER	5.1239	2
61.1763	0	70	TRIGGER	5.3961	2
