onset	duration	 sample	trial_type	response_time	value
0	0	0	TRIGGER	0	-1
0.8666	0	1	TRIGGER	3.1416	-1
1.6831	1.6825	1	DOT_FLIP	N/A	1
1.7493	0	2	TRIGGER	3.1416	-1
2.0829	0.2840	2	KEYPRESS	0.4004	1
2.6163	0	3	TRIGGER	3.1416	-1
3.4828	0	4	TRIGGER	3.1416	-1
4.3660	0	5	TRIGGER	3.1416	0
4.5165	2.8192	5	DOT_FLIP	N/A	0
4.8993	0.2008	5	KEYPRESS	0.3976	1
5.2334	0	6	TRIGGER	3.1416	0
6.1164	0	7	TRIGGER	3.1416	0
6.9821	0	8	TRIGGER	3.1416	0
7.2995	2.7900	8	DOT_FLIP	N/A	1
7.8654	0	9	TRIGGER	3.1416	0
7.7320	0.2337	9	KEYPRESS	0.4404	1
8.7325	0	10	TRIGGER	3.1416	0
9.3655	2.0586	10	DOT_FLIP	N/A	0
9.6156	0	11	TRIGGER	3.1416	0
9.7657	0.1663	11	KEYPRESS	0.4155	1
10.3996	1.0395	11	DOT_FLIP	N/A	1
10.4826	0	12	TRIGGER	3.1416	0
10.9822	0.2009	12	KEYPRESS	0.5924	1
11.3493	0	13	TRIGGER	3.1416	0
12.2321	0	14	TRIGGER	3.1416	0
12.9482	2.5557	14	DOT_FLIP	N/A	0
13.0993	0	15	TRIGGER	3.1416	0
13.3149	0.1670	15	KEYPRESS	0.3693	1
13.9825	0	16	TRIGGER	3.1416	0
14.8483	0	17	TRIGGER	3.4081	0
15.4984	2.5508	17	DOT_FLIP	N/A	1
15.7316	0	18	TRIGGER	3.6856	0
15.9992	0.1991	18	KEYPRESS	0.5028	1
16.4487	0.9410	18	DOT_FLIP	N/A	0
16.5989	0	19	TRIGGER	3.9581	0
17.4809	0	20	TRIGGER	4.2352	0
17.2479	0.2509	20	KEYPRESS	0.8106	1
17.9980	1.5525	20	DOT_FLIP	N/A	1
18.3485	0	21	TRIGGER	4.5077	0
18.3810	0.2003	21	KEYPRESS	0.3911	1
19.2311	0	22	TRIGGER	4.7850	0
20.0987	0	23	TRIGGER	5.0576	0
20.6983	2.7047	23	DOT_FLIP	N/A	0
20.9651	0	24	TRIGGER	5.3298	0
21.1308	0.2004	24	KEYPRESS	0.4363	1
21.8476	0	25	TRIGGER	5.6070	0
22.7144	0	26	TRIGGER	5.8793	0
23.5974	0	27	TRIGGER	6.1567	0
23.6647	2.9556	27	DOT_FLIP	N/A	1
24.1304	0.2002	27	KEYPRESS	0.4802	1
24.4637	0	28	TRIGGER	0.1457	1
25.3476	0	29	TRIGGER	0.4234	1
25.9139	2.2618	29	DOT_FLIP	N/A	0
26.2146	0	30	TRIGGER	0.6957	1
26.3804	0.1835	30	KEYPRESS	0.4684	1
27.0967	0	31	TRIGGER	0.9728	1
27.9631	0	32	TRIGGER	1.2451	1
28.0300	2.1042	32	DOT_FLIP	N/A	1
28.4799	0.2003	32	KEYPRESS	0.4638	1
28.8299	0	33	TRIGGER	1.5174	1
29.7132	0	34	TRIGGER	1.7949	1
30.5802	0	35	TRIGGER	2.0672	1
30.7633	2.7366	35	DOT_FLIP	N/A	0
31.1801	0.1670	35	KEYPRESS	0.4273	1
31.4634	0	36	TRIGGER	2.3447	1
32.3301	0	37	TRIGGER	2.6170	1
33.2135	0	38	TRIGGER	2.8945	1
33.7627	2.9944	38	DOT_FLIP	N/A	1
34.0794	0	39	TRIGGER	3.1666	1
34.1967	0.2002	39	KEYPRESS	0.4496	1
34.9468	0	40	TRIGGER	3.4390	1
35.0629	1.3047	40	DOT_FLIP	N/A	0
35.8298	0	41	TRIGGER	3.7164	1
35.6295	0.2331	41	KEYPRESS	0.5776	1
36.6962	0	42	TRIGGER	3.9886	1
37.5797	0	43	TRIGGER	4.2662	1
37.8621	2.7970	43	DOT_FLIP	N/A	1
38.2456	0.1840	43	KEYPRESS	0.3967	1
38.4631	0	44	TRIGGER	4.5437	1
39.3297	0	45	TRIGGER	4.8160	1
39.4956	1.6358	45	DOT_FLIP	N/A	0
39.9464	0.1834	45	KEYPRESS	0.4616	1
40.1957	0	46	TRIGGER	5.0880	1
40.5795	1.0831	46	DOT_FLIP	N/A	1
41.0793	0	47	TRIGGER	5.3656	1
41.0455	0.1842	47	KEYPRESS	0.4776	1
41.9456	0	48	TRIGGER	5.6378	1
42.8114	0	49	TRIGGER	5.9098	1
43.3117	2.7368	49	DOT_FLIP	N/A	0
43.7292	0	50	TRIGGER	6.1981	1
43.6957	0.1497	50	KEYPRESS	0.3911	1
44.5621	0	51	TRIGGER	0.1766	2
45.4451	0	52	TRIGGER	0.4540	2
46.2792	2.9657	52	DOT_FLIP	N/A	1
46.3119	0	53	TRIGGER	0.7263	2
46.6625	0.1660	53	KEYPRESS	0.3922	1
47.1943	0	54	TRIGGER	1.0035	2
48.0613	0	55	TRIGGER	1.2759	2
48.9447	0	56	TRIGGER	1.5534	2
49.1786	2.9070	56	DOT_FLIP	N/A	0
49.8111	0	57	TRIGGER	1.8256	2
49.6610	0.2012	57	KEYPRESS	0.4836	1
50.1285	0.9408	57	DOT_FLIP	N/A	1
50.6776	0	58	TRIGGER	2.0978	2
50.7947	0.1673	58	KEYPRESS	0.6765	1
51.5617	0	59	TRIGGER	2.3756	2
52.4106	2.2820	59	DOT_FLIP	N/A	0
52.4281	0	60	TRIGGER	2.6478	2
52.7948	0.1833	60	KEYPRESS	0.3947	1
53.3105	0	61	TRIGGER	2.9250	2
54.1771	0	62	TRIGGER	3.1972	2
55.0608	0	63	TRIGGER	3.4749	2
55.4106	2.9968	63	DOT_FLIP	N/A	1
55.9268	0	64	TRIGGER	3.7469	2
55.7934	0.2000	64	KEYPRESS	0.3964	1
56.4782	1.0745	64	DOT_FLIP	N/A	0
56.8097	0	65	TRIGGER	4.0243	2
57.2763	0.1834	65	KEYPRESS	0.8049	1
57.6774	0	66	TRIGGER	4.2969	2
58.5430	0	67	TRIGGER	4.5688	2
58.8775	2.3941	67	DOT_FLIP	N/A	1
59.4275	0	68	TRIGGER	4.8467	2
59.2599	0.2003	68	KEYPRESS	0.3944	1
60.2934	0	69	TRIGGER	5.1187	2
61.1775	0	70	TRIGGER	5.3965	2
61.4100	2.5372	70	DOT_FLIP	N/A	0
61.7603	0.1989	70	KEYPRESS	0.3575	1
62.0435	0	71	TRIGGER	5.6685	2
62.9270	0	72	TRIGGER	5.9461	2
63.7936	0	73	TRIGGER	6.2183	2
63.9770	2.5677	73	DOT_FLIP	N/A	1
64.3429	0.1668	73	KEYPRESS	0.3724	1
64.6770	0	74	TRIGGER	0.2127	3
64.8093	0.8311	74	DOT_FLIP	N/A	0
65.2094	0.1670	74	KEYPRESS	0.4079	1
65.5426	0	75	TRIGGER	0.4846	3
66.0093	1.1995	75	DOT_FLIP	N/A	1
66.4093	0	76	TRIGGER	0.7569	3
66.4430	0.1838	76	KEYPRESS	0.4418	1
67.2920	0	77	TRIGGER	1.0342	3
68.1589	0	78	TRIGGER	1.3066	3
68.2930	2.2837	78	DOT_FLIP	N/A	0
68.6264	0.1998	78	KEYPRESS	0.3415	1
69.0427	0	79	TRIGGER	1.5842	3
69.9094	0	80	TRIGGER	1.8565	3
69.9596	1.6714	80	DOT_FLIP	N/A	1
70.3264	0.1659	80	KEYPRESS	0.3702	1
70.7921	0	81	TRIGGER	2.1338	3
71.6590	0	82	TRIGGER	2.4061	3
72.1748	2.2131	82	DOT_FLIP	N/A	0
72.5423	0	83	TRIGGER	2.6836	3
72.5917	0.1834	83	KEYPRESS	0.4224	1
73.4084	0	84	TRIGGER	2.9557	3
74.2915	0	85	TRIGGER	3.2332	3
74.3248	2.1540	85	DOT_FLIP	N/A	1
74.7749	0.1842	85	KEYPRESS	0.4515	1
75.1582	0	86	TRIGGER	3.5054	3
76.0252	0	87	TRIGGER	3.7778	3
76.4255	2.0931	87	DOT_FLIP	N/A	0
76.9086	0	88	TRIGGER	4.0553	3
77.0246	0.2000	88	KEYPRESS	0.6081	1
77.7743	0	89	TRIGGER	4.3273	3
78.6579	0	90	TRIGGER	4.6049	3
79.0419	2.6205	90	DOT_FLIP	N/A	1
79.5245	0	91	TRIGGER	4.8772	3
79.4411	0.2004	91	KEYPRESS	0.4042	1
80.4084	0	92	TRIGGER	5.1549	3
80.7909	1.7408	92	DOT_FLIP	N/A	0
81.2745	0	93	TRIGGER	5.4269	3
81.1745	0.2166	93	KEYPRESS	0.3968	1
81.8076	1.0201	93	DOT_FLIP	N/A	1
82.1571	0	94	TRIGGER	5.7042	3
82.2737	0.1843	94	KEYPRESS	0.4759	1
83.0238	0	95	TRIGGER	5.9765	3
83.6069	1.7935	95	DOT_FLIP	N/A	0
83.8903	0	96	TRIGGER	6.2487	3
83.9402	0.1504	96	KEYPRESS	0.3489	1
84.5574	0.9610	96	DOT_FLIP	N/A	1
84.7737	0	97	TRIGGER	0.2431	4
85.0738	0.1833	97	KEYPRESS	0.5215	1
85.6405	0	98	TRIGGER	0.5154	4
86.3413	1.7778	98	DOT_FLIP	N/A	0
86.5239	0	99	TRIGGER	0.7929	4
86.7239	0.1830	99	KEYPRESS	0.3937	1
87.3906	0	100	TRIGGER	1.0652	4
88.1066	1.7615	100	DOT_FLIP	N/A	1
88.2735	0	101	TRIGGER	1.3426	4
88.4896	0.1668	101	KEYPRESS	0.3980	1
89.1401	0	102	TRIGGER	1.6148	4
90.0067	0	103	TRIGGER	1.8871	4
90.8899	0	104	TRIGGER	2.1645	4
90.9068	2.8053	104	DOT_FLIP	N/A	0
91.2232	0.2005	104	KEYPRESS	0.3263	1
91.7566	0	105	TRIGGER	2.4368	4
92.6397	0	106	TRIGGER	2.7143	4
93.5059	0	107	TRIGGER	2.9864	4
93.8732	2.9635	107	DOT_FLIP	N/A	1
94.3893	0	108	TRIGGER	3.2639	4
94.2392	0.1835	108	KEYPRESS	0.3789	1
95.2560	0	109	TRIGGER	3.5362	4
96.1395	0	110	TRIGGER	3.8138	4
96.1899	2.3187	110	DOT_FLIP	N/A	0
